,id,rating
0,2767052.0,4.32
1,2.0,4.5
2,2657.0,4.28
3,1885.0,4.26
4,41865.0,3.6
5,19063.0,4.37
6,170448.0,3.95
7,11127.0,4.26
8,30.0,4.6
9,11870085.0,4.2
10,18405.0,4.3
11,386162.0,4.22
12,370493.0,4.37
13,6185.0,3.86
14,968.0,3.86
15,5297.0,4.08
16,929.0,4.12
17,24213.0,4.06
18,10210.0,4.13
19,24280.0,4.18
20,13079982.0,3.99
21,13335037.0,4.19
22,7624.0,3.69
23,18135.0,3.75
24,18144590.0,3.88
25,22628.0,4.2
26,4671.0,3.92
27,7144.0,4.22
28,256683.0,4.1
29,4667024.0,4.46
30,375802.0,4.3
31,3.0,4.47
32,157993.0,4.31
33,8127.0,4.26
34,24178.0,4.17
35,890.0,3.88
36,18619684.0,3.98
37,17245.0,4.0
38,5129.0,3.99
39,320.0,4.08
40,28187.0,4.26
41,5107.0,3.81
42,21787.0,4.25
43,2998.0,4.13
44,128029.0,4.38
45,13496.0,4.45
46,33574273.0,3.99
47,2956.0,3.82
48,231804.0,4.1
49,12232938.0,3.82
50,19543.0,4.22
51,23772.0,4.29
52,1381.0,3.77
53,4214.0,3.92
54,1953.0,3.85
55,43641.0,4.09
56,7604.0,3.89
57,4981.0,4.08
58,77203.0,4.3
59,35031085.0,3.81
60,38447.0,4.11
61,3636.0,4.13
62,44767458.0,4.23
63,168668.0,3.98
64,149267.0,4.34
65,5043.0,4.32
66,3590.0,4.3
67,76620.0,4.06
68,2623.0,3.78
69,1934.0,4.09
70,136251.0,4.62
71,6514.0,4.01
72,15823480.0,4.06
73,332613.0,4.19
74,39988.0,4.32
75,10964.0,4.23
76,10917.0,4.08
77,2429135.0,4.14
78,40961427.0,4.19
79,17899948.0,4.23
80,52892857.0,4.22
81,14891.0,4.27
82,41817486.0,3.99
83,4934.0,4.32
84,6288.0,3.97
85,252577.0,4.11
86,345627.0,4.12
87,52036.0,4.03
88,7244.0,4.07
89,119322.0,3.99
90,5.0,4.57
91,3836.0,3.88
92,3263607.0,4.36
93,662.0,3.69
94,2165.0,3.78
95,33648131.0,4.11
96,99107.0,4.33
97,23919.0,4.37
98,43763.0,4.0
99,4473.0,4.23
100,153747.0,3.51
101,6.0,4.56
102,4989.0,4.18
103,37435.0,4.06
104,7171637.0,4.31
105,1.0,4.57
106,16299.0,4.26
107,2187.0,4.01
108,49552.0,3.99
109,117833.0,4.29
110,186074.0,4.52
111,11588.0,4.23
112,24583.0,3.91
113,113436.0,3.9
114,6310.0,4.14
115,36576608.0,4.14
116,70401.0,3.62
117,485894.0,3.82
118,99561.0,4.02
119,1232.0,4.27
120,1618.0,3.88
121,4948.0,4.29
122,6900.0,4.11
123,9717.0,4.1
124,119073.0,4.13
125,15881.0,4.43
126,10365.0,4.43
127,22034.0,4.36
128,12296.0,3.41
129,168642.0,4.07
130,3431.0,3.94
131,6339664.0,3.96
132,36236124.0,4.18
133,7126.0,4.26
134,233093.0,4.17
135,30165203.0,4.1
136,343.0,4.02
137,256008.0,4.47
138,100915.0,4.22
139,38709.0,3.97
140,4556058.0,4.5
141,830502.0,4.24
142,472331.0,4.36
143,114345.0,4.34
144,6656.0,4.04
145,34268.0,4.04
146,355697.0,3.99
147,5907.0,4.27
148,1423.0,4.44
149,9712.0,3.92
150,11735983.0,4.02
151,2802316.0,4.34
152,3412.0,4.23
153,35545737.0,4.18
154,113946.0,4.35
155,13.0,4.36
156,19501.0,3.57
157,6867.0,3.91
158,92303.0,4.18
159,37415.0,3.94
160,7190.0,4.07
161,236093.0,3.98
162,2282133.0,4.26
163,32929.0,4.28
164,12067.0,4.24
165,7784.0,4.34
166,34.0,4.36
167,5996153.0,4.31
168,32261.0,3.81
169,2120932.0,4.39
170,18335634.0,4.56
171,4900.0,3.43
172,1078.0,3.99
173,1622.0,3.95
174,2547.0,4.22
175,561456.0,4.34
176,28186.0,4.24
177,40605251.0,4.11
178,7763.0,3.93
179,13023.0,4.02
180,1852.0,3.88
181,71728.0,3.84
182,2175.0,3.68
183,7938275.0,4.48
184,40940121.0,4.01
185,378.0,4.18
186,6186357.0,4.03
187,191139.0,4.35
188,5060378.0,4.24
189,18254.0,3.87
190,27712.0,4.16
191,338798.0,3.73
192,295.0,3.83
193,10818853.0,3.66
194,40611463.0,4.06
195,62291.0,4.53
196,2696.0,3.5
197,7069.0,4.09
198,10799.0,3.81
199,58696.0,4.0
200,6350972.0,3.92
201,37442.0,3.54
202,853510.0,4.18
203,402093.0,4.39
204,18116.0,4.25
205,4588.0,3.97
206,3008.0,4.19
207,375013.0,4.33
208,37470.0,4.06
209,39999.0,4.15
210,9361589.0,4.03
211,40604658.0,4.04
212,6487308.0,3.73
213,6527740.0,4.38
214,7332.0,3.93
215,6149.0,3.87
216,514811.0,4.08
217,10507293.0,4.13
218,144974.0,4.28
219,17690.0,3.96
220,6148028.0,4.29
221,3876.0,3.82
222,7736182.0,4.33
223,7896527.0,4.2
224,310612.0,3.89
225,10025305.0,4.43
226,6479259.0,4.34
227,1375.0,4.05
228,17250.0,3.59
229,135479.0,4.16
230,9777.0,3.94
231,5659.0,3.98
232,561909.0,4.41
233,2865.0,3.89
234,8130077.0,4.22
235,30118.0,4.34
236,23807.0,4.2
237,4069.0,4.35
238,6752378.0,4.12
239,6068551.0,3.77
240,24770.0,3.85
241,5203.0,3.88
242,24337.0,3.98
243,480204.0,3.96
244,12691.0,4.13
245,36381037.0,4.14
246,11275.0,4.16
247,11566.0,4.45
248,10572.0,4.41
249,40495148.0,4.14
250,10975.0,3.86
251,40874325.0,3.78
252,30183.0,3.8
253,7745.0,4.08
254,39832183.0,4.17
255,46170.0,3.97
256,9328.0,4.24
257,24812.0,4.82
258,6294.0,4.25
259,10614.0,4.17
260,546018.0,4.42
261,41044096.0,3.83
262,48855.0,4.15
263,350.0,3.92
264,6892870.0,4.22
265,29044.0,4.09
266,4502877.0,4.01
267,32234.0,3.97
268,11505797.0,4.09
269,11614718.0,3.97
270,6442769.0,3.79
271,6801755.0,3.97
272,12996.0,3.9
273,39280444.0,4.02
274,43814.0,4.06
275,12505.0,4.18
276,12938.0,3.91
277,43545.0,4.04
278,28194.0,3.88
279,227711.0,4.19
280,1845.0,3.99
281,14497.0,4.16
282,46787.0,3.87
283,28881.0,4.23
284,19288043.0,4.08
285,188572.0,4.47
286,30236962.0,3.78
287,2184798.0,3.93
288,19380.0,3.77
289,6689.0,4.01
290,16981.0,3.88
291,15997.0,3.81
292,3236307.0,4.07
293,32085.0,4.31
294,27494.0,4.12
295,133518.0,4.13
296,29579.0,4.17
297,569564.0,4.5
298,40440.0,3.96
299,2493.0,3.89
300,11297.0,4.03
301,39662.0,4.34
302,4687.0,4.13
303,4929.0,4.13
304,93.0,3.99
305,37732.0,3.9
306,8755776.0,4.26
307,10959.0,3.93
308,16902.0,3.78
309,1215032.0,4.55
310,16068905.0,4.04
311,40937505.0,3.92
312,58345.0,3.66
313,228560.0,4.18
314,6334.0,3.82
315,9520360.0,4.42
316,16735.0,4.23
317,9969571.0,4.25
318,17927395.0,4.61
319,9375.0,4.28
320,301082.0,3.96
321,11857408.0,3.84
322,44186.0,4.44
323,7260188.0,4.04
324,19089.0,3.97
325,227443.0,3.78
326,14942.0,3.79
327,37781.0,3.69
328,5113.0,3.98
329,65605.0,4.04
330,122.0,4.32
331,32542.0,4.08
332,16793.0,4.08
333,12127750.0,4.45
334,7235533.0,4.62
335,33.0,4.5
336,18710190.0,3.62
337,43615.0,3.94
338,47281.0,4.15
339,9275658.0,4.16
340,36402034.0,4.08
341,15745753.0,4.05
342,21.0,4.2
343,17347634.0,4.26
344,3153910.0,4.21
345,3685.0,3.96
346,8921.0,4.12
347,7588.0,3.62
348,4374400.0,3.94
349,7733.0,3.58
350,2213661.0,4.13
351,5826.0,3.93
352,6327.0,4.17
353,28676.0,3.82
354,310259.0,4.35
355,11387515.0,4.43
356,5805.0,4.25
357,14905.0,4.56
358,646462.0,4.35
359,43035.0,3.98
360,13536860.0,3.98
361,10920.0,3.87
362,68428.0,4.44
363,52357.0,3.46
364,6304335.0,3.76
365,84981.0,3.87
366,46799.0,3.76
367,16631.0,4.13
368,42899.0,4.18
369,45978.0,3.99
370,228665.0,4.17
371,391729.0,4.18
372,77013.0,3.72
373,15195.0,4.54
374,5148.0,3.58
375,45032.0,3.86
376,3985.0,4.18
377,2248573.0,4.05
378,22232.0,3.76
379,60748.0,4.11
380,4406.0,4.38
381,12578077.0,4.17
382,11590.0,4.03
383,67896.0,4.28
384,5526.0,4.03
385,18007564.0,4.4
386,14836.0,3.98
387,49628.0,4.0
388,76778.0,4.14
389,7791997.0,4.03
390,11713.0,3.87
391,6400090.0,4.15
392,629.0,3.77
393,10429045.0,3.94
394,5358.0,4.03
395,23437156.0,4.42
396,18122.0,4.08
397,30597.0,3.99
398,17150.0,3.8
399,2932.0,3.68
400,130440.0,4.01
401,15645.0,4.0
402,6952.0,3.95
403,251688.0,3.88
404,31685789.0,4.06
405,5364.0,4.32
406,6319.0,4.22
407,4980.0,4.07
408,862041.0,4.73
409,22463.0,3.98
410,8490112.0,4.0
411,8755785.0,4.42
412,5211.0,4.34
413,3975774.0,3.59
414,51496.0,3.82
415,12898.0,3.53
416,41637836.0,4.13
417,386187.0,3.92
418,10644930.0,4.3
419,1420.0,4.03
420,11989.0,4.01
421,12220.0,3.98
422,28862.0,3.82
423,6759.0,4.28
424,40873273.0,4.07
425,28921.0,4.12
426,6936382.0,4.0
427,14706.0,3.93
428,13497.0,4.13
429,13152.0,4.07
430,43448.0,3.82
431,9460487.0,3.91
432,7735333.0,3.66
433,136116.0,4.05
434,7354.0,3.86
435,18143977.0,4.32
436,15717943.0,4.29
437,8664353.0,4.36
438,14201.0,3.82
439,187181.0,4.04
440,11324204.0,3.86
441,285092.0,3.93
442,394535.0,4.17
443,249747.0,3.84
444,19302.0,4.13
445,3950967.0,4.05
446,12127810.0,4.53
447,33600.0,4.24
448,10956.0,3.83
449,101299.0,3.76
450,14866.0,4.13
451,397483.0,3.99
452,11422.0,4.49
453,53835.0,3.95
454,1656001.0,3.84
455,6411961.0,3.71
456,18114322.0,3.97
457,50398.0,3.83
458,676924.0,3.92
459,17716.0,3.83
460,16096824.0,4.22
461,6088007.0,3.9
462,42900.0,4.44
463,140225.0,4.08
464,656.0,4.12
465,11012.0,3.85
466,137791.0,3.83
467,256566.0,3.89
468,34080.0,4.1
469,17167166.0,4.41
470,2866718.0,3.94
471,10664113.0,4.32
472,41804.0,4.2
473,13214.0,4.24
474,59716.0,3.78
475,18635016.0,4.2
476,41681.0,3.75
477,5308.0,3.48
478,20613470.0,4.47
479,690926.0,3.8
480,10592.0,3.97
481,18765.0,4.21
482,77142.0,3.84
483,4137.0,3.99
484,10987.0,4.37
485,1326258.0,3.91
486,3087.0,3.91
487,179780.0,4.18
488,31242.0,4.0
489,84369.0,4.01
490,17061.0,4.06
491,30289.0,3.94
492,34384161.0,4.33
493,9293020.0,4.13
494,16101128.0,4.04
495,24861.0,4.13
496,12000020.0,4.33
497,8709527.0,4.19
498,93101.0,4.04
499,156538.0,4.13
500,43889.0,4.12
501,33124137.0,4.0
502,6644117.0,3.89
503,7740152.0,3.86
504,112204.0,4.23
505,5797.0,3.79
506,30933.0,4.0
507,31548.0,4.1
508,34521870.0,4.34
509,14743.0,3.89
510,8908.0,4.01
511,40651883.0,4.02
512,3682.0,3.78
513,20448515.0,4.18
514,8909.0,3.83
515,11901.0,4.1
516,3777732.0,4.31
517,2800905.0,4.01
518,960.0,3.9
519,6150.0,3.89
520,22328546.0,4.04
521,51606.0,4.18
522,47401.0,3.95
523,5890.0,3.99
524,25036229.0,3.99
525,1421990.0,4.15
526,49436.0,3.65
527,4268157.0,4.05
528,6485421.0,4.56
529,18460392.0,4.15
530,764347.0,4.16
531,70535.0,4.15
532,51738.0,4.05
533,135836.0,4.06
534,8667848.0,4.0
535,51737.0,4.12
536,420282.0,4.31
537,197084.0,4.18
538,12957.0,4.06
539,4799.0,4.04
540,556602.0,4.04
541,12749.0,4.11
542,16248068.0,4.02
543,40611328.0,3.98
544,2299110.0,4.56
545,32049.0,3.51
546,10637766.0,4.11
547,2156.0,4.14
548,838729.0,4.53
549,4009.0,4.17
550,7747374.0,3.94
551,11408650.0,4.04
552,140077.0,4.11
553,1898.0,4.18
554,31463.0,3.94
555,15863832.0,4.13
556,84119.0,3.91
557,3591262.0,4.29
558,56728.0,4.44
559,41014505.0,4.3
560,77767.0,4.19
561,518848.0,4.14
562,29908754.0,4.16
563,92307.0,4.03
564,31122.0,4.0
565,179064.0,4.11
566,10576365.0,4.17
567,18006496.0,4.55
568,40611510.0,4.25
569,13188676.0,4.39
570,5326.0,4.06
571,11899.0,3.94
572,1625.0,3.98
573,92517.0,3.71
574,36236125.0,3.98
575,8337.0,4.17
576,305234.0,3.69
577,366522.0,4.02
578,40909452.0,4.32
579,5064.0,4.26
580,16143347.0,3.84
581,78411.0,3.95
582,4134071.0,3.92
583,29127.0,4.14
584,17675462.0,4.04
585,30333938.0,4.25
586,77566.0,4.23
587,24128.0,3.8
588,7090447.0,4.08
589,30868.0,3.97
590,7967.0,4.07
591,12497.0,4.11
592,17333223.0,3.92
593,15638.0,4.07
594,5439.0,4.15
595,902.0,4.01
596,13006.0,3.69
597,77390.0,4.2
598,5527.0,4.06
599,35729.0,4.34
600,7723542.0,4.34
601,227571.0,3.98
602,40593473.0,4.33
603,80660.0,4.05
604,25480342.0,4.33
605,10534.0,3.97
606,65641.0,3.95
607,11250317.0,4.35
608,567678.0,3.81
609,15241.0,4.44
610,60510.0,4.1
611,23522.0,4.01
612,52529.0,3.69
613,43758.0,3.88
614,6482837.0,3.9
615,7664041.0,4.09
616,17125.0,3.96
617,27003.0,3.87
618,7631105.0,3.91
619,27523.0,3.83
620,59219.0,4.13
621,20758104.0,3.97
622,10441.0,3.68
623,8492825.0,4.02
624,14935.0,4.07
625,121749.0,3.97
626,2536134.0,3.86
627,7304203.0,4.4
628,15622.0,3.99
629,682804.0,4.31
630,110737.0,4.2
631,112750.0,4.07
632,3867.0,3.92
633,1617.0,4.34
634,17841.0,3.9
635,78433.0,3.95
636,41219.0,3.87
637,17332218.0,4.74
638,7869.0,4.03
639,24768.0,3.85
640,374233.0,4.05
641,2767.0,4.06
642,415.0,3.96
643,547094.0,4.0
644,13206760.0,4.27
645,3869.0,4.18
646,13642.0,4.18
647,1554.0,3.71
648,38311414.0,3.85
649,13831.0,4.24
650,18545.0,4.06
651,6853.0,4.04
652,2203.0,4.05
653,18423.0,4.08
654,10357575.0,3.92
655,304027.0,4.32
656,20820994.0,4.14
657,89717.0,3.83
658,32423.0,4.18
659,196970.0,4.37
660,14290364.0,4.34
661,77197.0,4.15
662,99300.0,4.04
663,13206828.0,4.42
664,22299763.0,4.57
665,16286.0,4.05
666,46756.0,4.01
667,47989.0,4.48
668,17212231.0,3.86
669,10965.0,4.43
670,6262365.0,3.95
671,4953.0,3.68
672,1431.0,3.7
673,10967.0,4.23
674,852470.0,3.83
675,452306.0,3.8
676,30346601.0,4.35
677,3388.0,4.35
678,8682.0,4.21
679,14249.0,3.99
680,6882.0,4.22
681,323355.0,4.33
682,29588376.0,4.26
683,88077.0,4.09
684,1582996.0,4.16
685,2052.0,3.98
686,3980.0,4.14
687,6295.0,4.12
688,2967752.0,3.77
689,4982.0,4.14
690,44790978.0,4.39
691,19351490.0,4.13
692,21853621.0,4.57
693,55030.0,4.37
694,14995.0,3.97
695,13414446.0,4.26
696,3478.0,3.96
697,76401.0,4.21
698,7061.0,3.79
699,35519.0,4.26
700,27266.0,3.91
701,33507.0,3.89
702,40024.0,4.05
703,42898.0,4.29
704,73968.0,3.62
705,9416.0,3.65
706,6440.0,3.75
707,6969.0,4.01
708,292408.0,4.22
709,140082.0,4.01
710,18334354.0,4.34
711,32768522.0,4.21
712,16081272.0,4.23
713,41423092.0,4.31
714,1202.0,3.98
715,9532.0,4.3
716,12914.0,3.85
717,37095.0,4.16
718,5098079.0,4.37
719,85990.0,4.0
720,11337.0,4.07
721,13104080.0,4.22
722,53496.0,3.96
723,110494.0,3.96
724,3805.0,3.8
725,164154.0,3.97
726,703292.0,3.98
727,667.0,3.63
728,3109.0,4.16
729,6320534.0,3.91
730,6325285.0,4.09
731,41684.0,4.01
732,17961.0,4.58
733,821611.0,4.07
734,11125.0,3.66
735,248596.0,3.93
736,15749186.0,4.15
737,6280118.0,3.8
738,8852.0,3.91
739,22881898.0,4.3
740,7864437.0,3.77
741,4865.0,4.2
742,6654313.0,3.89
743,13872.0,3.95
744,264.0,3.77
745,11334.0,4.08
746,816.0,4.24
747,38374795.0,3.95
748,50798.0,3.81
749,32075671.0,4.51
750,357664.0,4.05
751,10374.0,4.15
752,11507.0,4.21
753,22557272.0,3.93
754,7770.0,4.13
755,28260587.0,4.13
756,6137154.0,4.1
757,131359.0,4.1
758,1923820.0,4.41
759,15839976.0,4.24
760,33917.0,3.99
761,2767793.0,4.48
762,16690.0,4.15
763,248704.0,4.11
764,15783514.0,4.0
765,426504.0,4.44
766,2153405.0,4.31
767,29059.0,3.69
768,49750.0,3.57
769,57891.0,4.16
770,34497.0,3.98
771,9673436.0,4.21
772,17214.0,4.0
773,152380.0,4.02
774,12751687.0,4.17
775,77295.0,4.15
776,50033.0,4.06
777,16640.0,3.67
778,6690798.0,4.03
779,5391115.0,4.14
780,36236123.0,3.91
781,48328.0,3.9
782,6468666.0,3.9
783,7728.0,3.66
784,34484.0,4.3
785,5246.0,3.41
786,298275.0,3.92
787,40389231.0,4.01
788,186190.0,4.06
789,19057.0,4.04
790,40941582.0,4.03
791,95819.0,4.24
792,21686.0,4.08
793,10569.0,4.32
794,334176.0,4.12
795,42697.0,4.34
796,18300212.0,3.69
797,54479.0,3.94
798,36072.0,4.12
799,46164.0,3.81
800,7445.0,4.27
801,8695.0,4.21
802,15745950.0,4.2
803,10140661.0,4.0
804,83674.0,3.62
805,6050298.0,4.4
806,11768.0,3.91
807,24765.0,3.76
808,3407877.0,4.13
809,1848.0,4.25
810,2595138.0,3.95
811,13928.0,4.23
812,29946.0,4.14
813,386372.0,4.22
814,19547856.0,4.28
815,8709523.0,4.31
816,7805.0,4.11
817,140079.0,4.01
818,78983.0,4.31
819,13596809.0,4.32
820,16151178.0,4.31
821,373755.0,3.97
822,18705209.0,4.41
823,1241.0,3.65
824,21671.0,4.16
825,5091.0,4.24
826,2731276.0,3.62
827,2168860.0,4.29
828,7046495.0,4.39
829,170210.0,3.99
830,7940583.0,4.1
831,6917952.0,3.96
832,30281.0,4.02
833,307791.0,3.86
834,13362536.0,4.28
835,23766634.0,4.44
836,18839.0,3.86
837,7822895.0,4.45
838,270730.0,4.15
839,19691.0,4.08
840,35879889.0,4.24
841,280111.0,4.59
842,10194157.0,3.99
843,3063499.0,4.12
844,334123.0,4.0
845,24800.0,4.05
846,368916.0,4.15
847,9593911.0,4.05
848,46945.0,4.09
849,23692271.0,4.41
850,11991.0,4.02
851,7437.0,3.46
852,162898.0,3.77
853,321552.0,4.06
854,40496.0,4.18
855,2666.0,3.85
856,497199.0,3.94
857,9791.0,4.06
858,9014.0,4.08
859,9566.0,4.02
860,17728.0,3.94
861,3099787.0,4.05
862,41424.0,4.05
863,5168.0,4.02
864,4631.0,4.03
865,6567017.0,3.77
866,12395.0,4.22
867,13517535.0,4.1
868,11918.0,4.03
869,44652.0,4.09
870,3466.0,3.98
871,76171.0,3.91
872,38180.0,3.95
873,4031.0,3.64
874,18045891.0,3.98
875,16729.0,4.16
876,529626.0,4.18
877,16328.0,4.24
878,42038.0,4.25
879,13047090.0,4.27
880,16056408.0,4.08
881,22205.0,4.02
882,10916.0,4.01
883,310459.0,3.84
884,976.0,3.72
885,2233407.0,4.01
886,2702704.0,4.31
887,84136.0,4.16
888,17788401.0,4.25
889,395871.0,3.68
890,9369720.0,3.87
891,23878688.0,4.25
892,140075.0,4.05
893,5056084.0,3.75
894,297673.0,3.9
895,5161066.0,4.01
896,6192.0,3.84
897,54539.0,3.65
898,2122.0,3.87
899,13262783.0,3.94
900,111332.0,4.3
901,30659.0,4.22
902,5096.0,4.23
903,732562.0,3.94
904,9284655.0,4.06
905,1371.0,3.87
906,99944.0,4.13
907,5094.0,4.21
908,348225.0,4.34
909,5886881.0,3.93
910,60400.0,4.21
911,479415.0,3.82
912,29999.0,3.9
913,527756.0,4.23
914,12926063.0,3.92
915,40603730.0,4.21
916,414999.0,4.1
917,36336078.0,4.22
918,5664985.0,4.06
919,31196.0,4.19
920,68429.0,4.35
921,5287473.0,3.93
922,469571.0,4.0
923,7996.0,4.1
924,30264.0,4.03
925,51893.0,4.05
926,24192.0,3.99
927,22822858.0,4.3
928,10979.0,3.92
929,773951.0,4.35
930,7488244.0,4.02
931,15925.0,4.15
932,27774758.0,4.27
933,28251250.0,3.87
934,10222.0,4.21
935,45195.0,3.68
936,544891.0,3.83
937,216363.0,3.62
938,18243700.0,4.38
939,3570231.0,4.29
940,7494.0,4.16
941,3463.0,4.03
942,8709526.0,4.36
943,19405702.0,4.34
944,872333.0,3.69
945,1430.0,3.7
946,37793.0,3.74
947,5139.0,3.75
948,47021.0,3.79
949,12985.0,3.81
950,102868.0,4.15
951,13651.0,4.2
952,124509.0,3.75
953,171547.0,4.1
954,38296.0,3.7
955,43483262.0,4.32
956,29797.0,3.99
957,53450218.0,4.23
958,242006.0,3.73
959,2744.0,4.02
960,1295102.0,4.0
961,1240662.0,4.12
962,12557.0,4.0
963,943402.0,4.03
964,34532.0,4.21
